0	[SLAMPOS]	0	0	0	0	
0	[SLAMPOS]	0	-0.000135905	-0.00014673	-0.0013178	
0	[SLAMPOS]	0	-0.00029978	-1.1482e-05	-0.00211994	
0	[SLAMPOS]	0	-0.000491906	-8.96031e-05	-0.00183346	
0	[SLAMPOS]	0	-0.000561531	-0.000211383	0	
0	[SLAMPOS]	0	-0.00065512	-0.000246614	-0.0013178	
0	[SLAMPOS]	0	-0.000804476	-0.000403508	-0.00166158	
0	[SLAMPOS]	0	-0.000918923	-0.000394438	0.000744845	
0	[SLAMPOS]	0	-0.00102947	-0.000387536	-0.000114592	
0	[SLAMPOS]	0	-0.00117289	-0.000253619	-0.000687549	
0	[SLAMPOS]	0	-0.0013613	-0.000326903	-0.000286479	
0	[SLAMPOS]	0	-0.00149447	-0.000128641	0.00229183	
0	[SLAMPOS]	0	-0.00147572	-0.00026881	0.004068	
0	[SLAMPOS]	0	-0.00148755	-0.000192878	0.0068182	
0	[SLAMPOS]	0	-0.00159883	-6.12372e-05	0.00441178	
0	[SLAMPOS]	0	-0.00159781	8.37653e-05	0.00509932	
0	[SLAMPOS]	0	-0.00149794	7.853e-05	0.00641713	
0	[SLAMPOS]	0	-0.0016441	0.000432367	0.00441178	
0	[SLAMPOS]	0	-0.0016441	0.000432367	0.00492744	
0	[SLAMPOS]	0	-0.00175064	0.000418638	0.0095684	
0	[SLAMPOS]	0	-0.00175064	0.000418638	0.00710468	
0	[SLAMPOS]	0	-0.00178824	0.000205411	0.00721927	
0	[SLAMPOS]	0	-0.00197906	0.000288645	0.00859437	
0	[SLAMPOS]	0	-0.00205874	0.000414254	0.00750575	
0	[SLAMPOS]	0	-0.00234891	0.000492546	0.0081933	
0	[SLAMPOS]	0	-0.00254102	0.000550657	0.00974028	
0	[SLAMPOS]	0	-0.00267021	0.000400003	0.00739116	
0	[SLAMPOS]	0	-0.00297628	0.00086703	0.0108862	
0	[SLAMPOS]	0	-0.00309628	0.000808134	0.0095111	
0	[SLAMPOS]	0	-0.00320309	0.00079387	0.00836518	
0	[SLAMPOS]	0	-0.00330578	0.00114972	0.0101414	
0	[SLAMPOS]	0	-0.00327412	0.001237	0.0113446	
0	[SLAMPOS]	0	-0.00334063	0.00134171	0.00865166	
0	[SLAMPOS]	0	-0.00338321	0.00149796	0.0104278	
0	[SLAMPOS]	0	-0.00346138	0.00156808	0.0118602	
0	[SLAMPOS]	0	-0.00351771	0.00229472	0.0119175	
0	[SLAMPOS]	0	-0.00347065	0.00198862	0.00979758	
0	[SLAMPOS]	0	-0.00342398	0.0027634	0.0122613	
